"Date","HomeTeam","Result","HomeGoals","AwayGoals","AwayTeam","League","Goals_Number","Year","Yearbis"
1996-08-18,"Liverpool","2:0","2","0","Arsenal","Premier League",2,1996,1996
1996-08-19,"Leeds","0:2","0","2","Sheff Wed","Premier League",2,1996,1996
1996-08-20,"Aston Villa","1:0","1","0","Blackburn","Premier League",1,1996,1996
1996-08-20,"Chelsea","1:0","1","0","Middlesbrough","Premier League",1,1996,1996
1996-08-20,"Leicester","2:1","2","1","Southampton","Premier League",3,1996,1996
1996-08-20,"Man Utd","2:2","2","2","Everton","Premier League",4,1996,1996
1996-08-20,"Newcastle","2:0","2","0","Wimbledon FC","Premier League",2,1996,1996
1996-08-20,"Nottm Forest","1:4","1","4","Sunderland","Premier League",5,1996,1996
1996-08-20,"Tottenham","1:1","1","1","Derby","Premier League",2,1996,1996
1996-08-20,"West Ham","1:1","1","1","Coventry","Premier League",2,1996,1996
1996-08-23,"Aston Villa","2:0","2","0","Derby","Premier League",2,1996,1996
1996-08-23,"Chelsea","2:0","2","0","Coventry","Premier League",2,1996,1996
1996-08-23,"Leicester","0:2","0","2","Arsenal","Premier League",2,1996,1996
1996-08-23,"Liverpool","0:0","0","0","Sunderland","Premier League",0,1996,1996
1996-08-23,"Newcastle","1:2","1","2","Sheff Wed","Premier League",3,1996,1996
1996-08-23,"Nottm Forest","1:1","1","1","Middlesbrough","Premier League",2,1996,1996
1996-08-23,"Tottenham","0:0","0","0","Everton","Premier League",0,1996,1996
1996-08-23,"West Ham","2:1","2","1","Southampton","Premier League",3,1996,1996
1996-08-24,"Man Utd","2:2","2","2","Blackburn","Premier League",4,1996,1996
1996-08-25,"Leeds","1:0","1","0","Wimbledon FC","Premier League",1,1996,1996
1996-09-01,"Sheff Wed","2:1","2","1","Leicester","Premier League",3,1996,1996
1996-09-03,"Arsenal","3:3","3","3","Chelsea","Premier League",6,1996,1996
1996-09-03,"Blackburn","0:1","0","1","Leeds","Premier League",1,1996,1996
1996-09-03,"Sunderland","1:2","1","2","Newcastle","Premier League",3,1996,1996
1996-09-03,"Wimbledon FC","1:0","1","0","Tottenham","Premier League",1,1996,1996
1996-09-03,"Coventry","0:1","0","1","Liverpool","Premier League",1,1996,1996
1996-09-03,"Derby","1:1","1","1","Man Utd","Premier League",2,1996,1996
1996-09-03,"Everton","0:1","0","1","Aston Villa","Premier League",1,1996,1996
1996-09-03,"Middlesbrough","4:1","4","1","West Ham","Premier League",5,1996,1996
1996-09-03,"Southampton","2:2","2","2","Nottm Forest","Premier League",4,1996,1996
1996-09-06,"Aston Villa","2:2","2","2","Arsenal","Premier League",4,1996,1996
1996-09-06,"Liverpool","2:1","2","1","Southampton","Premier League",3,1996,1996
1996-09-06,"Middlesbrough","4:0","4","0","Coventry","Premier League",4,1996,1996
1996-09-06,"Nottm Forest","0:0","0","0","Leicester","Premier League",0,1996,1996
1996-09-06,"Sheff Wed","0:2","0","2","Chelsea","Premier League",2,1996,1996
1996-09-06,"Tottenham","1:2","1","2","Newcastle","Premier League",3,1996,1996
1996-09-06,"Wimbledon FC","4:0","4","0","Everton","Premier League",4,1996,1996
1996-09-07,"Leeds","0:4","0","4","Man Utd","Premier League",4,1996,1996
1996-09-07,"Sunderland","0:0","0","0","West Ham","Premier League",0,1996,1996
1996-09-08,"Blackburn","1:2","1","2","Derby","Premier League",3,1996,1996
1996-09-13,"Coventry","2:1","2","1","Leeds","Premier League",3,1996,1996
1996-09-13,"Derby","1:0","1","0","Sunderland","Premier League",1,1996,1996
1996-09-13,"Everton","1:2","1","2","Middlesbrough","Premier League",3,1996,1996
1996-09-13,"Man Utd","4:1","4","1","Nottm Forest","Premier League",5,1996,1996
1996-09-13,"Newcastle","2:1","2","1","Blackburn","Premier League",3,1996,1996
1996-09-13,"Southampton","0:1","0","1","Tottenham","Premier League",1,1996,1996
1996-09-13,"West Ham","0:2","0","2","Wimbledon FC","Premier League",2,1996,1996
1996-09-14,"Chelsea","1:1","1","1","Aston Villa","Premier League",2,1996,1996
1996-09-14,"Leicester","0:3","0","3","Liverpool","Premier League",3,1996,1996
1996-09-15,"Arsenal","4:1","4","1","Sheff Wed","Premier League",5,1996,1996
1996-09-20,"Liverpool","5:1","5","1","Chelsea","Premier League",6,1996,1996
1996-09-20,"Middlesbrough","0:2","0","2","Arsenal","Premier League",2,1996,1996
1996-09-20,"Nottm Forest","0:2","0","2","West Ham","Premier League",2,1996,1996
1996-09-20,"Sheff Wed","0:0","0","0","Derby","Premier League",0,1996,1996
1996-09-20,"Sunderland","1:0","1","0","Coventry","Premier League",1,1996,1996
1996-09-20,"Aston Villa","0:0","0","0","Man Utd","Premier League",0,1996,1996
1996-09-20,"Blackburn","1:1","1","1","Everton","Premier League",2,1996,1996
1996-09-20,"Leeds","0:1","0","1","Newcastle","Premier League",1,1996,1996
1996-09-21,"Tottenham","1:2","1","2","Leicester","Premier League",3,1996,1996
1996-09-22,"Wimbledon FC","3:1","3","1","Southampton","Premier League",4,1996,1996
1996-09-27,"Arsenal","2:0","2","0","Sunderland","Premier League",2,1996,1996
1996-09-27,"Chelsea","1:1","1","1","Nottm Forest","Premier League",2,1996,1996
1996-09-27,"Coventry","0:0","0","0","Blackburn","Premier League",0,1996,1996
1996-09-27,"Derby","0:2","0","2","Wimbledon FC","Premier League",2,1996,1996
1996-09-27,"Everton","2:0","2","0","Sheff Wed","Premier League",2,1996,1996
1996-09-27,"Leicester","1:0","1","0","Leeds","Premier League",1,1996,1996
1996-09-27,"Southampton","4:0","4","0","Middlesbrough","Premier League",4,1996,1996
1996-09-28,"Man Utd","2:0","2","0","Tottenham","Premier League",2,1996,1996
1996-09-28,"West Ham","1:2","1","2","Liverpool","Premier League",3,1996,1996
1996-09-29,"Newcastle","4:3","4","3","Aston Villa","Premier League",7,1996,1996
1996-10-11,"Blackburn","0:2","0","2","Arsenal","Premier League",2,1996,1996
1996-10-11,"Derby","0:1","0","1","Newcastle","Premier League",1,1996,1996
1996-10-11,"Everton","2:1","2","1","West Ham","Premier League",3,1996,1996
1996-10-11,"Leeds","2:0","2","0","Nottm Forest","Premier League",2,1996,1996
1996-10-11,"Leicester","1:3","1","3","Chelsea","Premier League",4,1996,1996
1996-10-11,"Man Utd","1:0","1","0","Liverpool","Premier League",1,1996,1996
1996-10-11,"Tottenham","1:0","1","0","Aston Villa","Premier League",1,1996,1996
1996-10-11,"Wimbledon FC","4:2","4","2","Sheff Wed","Premier League",6,1996,1996
1996-10-12,"Coventry","1:1","1","1","Southampton","Premier League",2,1996,1996
1996-10-13,"Sunderland","2:2","2","2","Middlesbrough","Premier League",4,1996,1996
1996-10-18,"Arsenal","0:0","0","0","Coventry","Premier League",0,1996,1996
1996-10-18,"Aston Villa","2:0","2","0","Leeds","Premier League",2,1996,1996
1996-10-18,"Chelsea","2:4","2","4","Wimbledon FC","Premier League",6,1996,1996
1996-10-18,"Middlesbrough","0:3","0","3","Tottenham","Premier League",3,1996,1996
1996-10-18,"Nottm Forest","1:1","1","1","Derby","Premier League",2,1996,1996
1996-10-18,"Sheff Wed","1:1","1","1","Blackburn","Premier League",2,1996,1996
1996-10-18,"Southampton","3:0","3","0","Sunderland","Premier League",3,1996,1996
1996-10-18,"West Ham","1:0","1","0","Leicester","Premier League",1,1996,1996
1996-10-20,"Newcastle","5:0","5","0","Man Utd","Premier League",5,1996,1996
1996-11-19,"Liverpool","1:1","1","1","Everton","Premier League",2,1996,1996
1996-10-25,"Arsenal","3:0","3","0","Leeds","Premier League",3,1996,1996
1996-10-25,"Chelsea","3:1","3","1","Tottenham","Premier League",4,1996,1996
1996-10-25,"Coventry","0:0","0","0","Sheff Wed","Premier League",0,1996,1996
1996-10-25,"Leicester","2:0","2","0","Newcastle","Premier League",2,1996,1996
1996-10-25,"Middlesbrough","0:0","0","0","Wimbledon FC","Premier League",0,1996,1996
1996-10-25,"Southampton","6:3","6","3","Man Utd","Premier League",9,1996,1996
1996-10-25,"Sunderland","1:0","1","0","Aston Villa","Premier League",1,1996,1996
1996-10-25,"West Ham","2:1","2","1","Blackburn","Premier League",3,1996,1996
1996-10-26,"Liverpool","2:1","2","1","Derby","Premier League",3,1996,1996
1996-10-27,"Nottm Forest","0:1","0","1","Everton","Premier League",1,1996,1996
1996-11-01,"Aston Villa","2:0","2","0","Nottm Forest","Premier League",2,1996,1996
1996-11-01,"Derby","2:0","2","0","Leicester","Premier League",2,1996,1996
1996-11-01,"Leeds","3:0","3","0","Sunderland","Premier League",3,1996,1996
1996-11-01,"Man Utd","1:2","1","2","Chelsea","Premier League",3,1996,1996
1996-11-01,"Sheff Wed","1:1","1","1","Southampton","Premier League",2,1996,1996
1996-11-01,"Tottenham","1:0","1","0","West Ham","Premier League",1,1996,1996
1996-11-01,"Wimbledon FC","2:2","2","2","Arsenal","Premier League",4,1996,1996
1996-11-02,"Blackburn","3:0","3","0","Liverpool","Premier League",3,1996,1996
1996-11-02,"Newcastle","3:1","3","1","Middlesbrough","Premier League",4,1996,1996
1996-11-03,"Everton","1:1","1","1","Coventry","Premier League",2,1996,1996
1996-11-15,"Aston Villa","1:3","1","3","Leicester","Premier League",4,1996,1996
1996-11-15,"Blackburn","1:1","1","1","Chelsea","Premier League",2,1996,1996
1996-11-15,"Everton","7:1","7","1","Southampton","Premier League",8,1996,1996
1996-11-15,"Leeds","0:2","0","2","Liverpool","Premier League",2,1996,1996
1996-11-15,"Man Utd","1:0","1","0","Arsenal","Premier League",1,1996,1996
1996-11-15,"Newcastle","1:1","1","1","West Ham","Premier League",2,1996,1996
1996-11-15,"Tottenham","2:0","2","0","Sunderland","Premier League",2,1996,1996
1996-11-15,"Wimbledon FC","2:2","2","2","Coventry","Premier League",4,1996,1996
1996-11-16,"Derby","2:1","2","1","Middlesbrough","Premier League",3,1996,1996
1996-11-17,"Sheff Wed","2:0","2","0","Nottm Forest","Premier League",2,1996,1996
1996-11-22,"Chelsea","1:1","1","1","Newcastle","Premier League",2,1996,1996
1996-11-22,"Coventry","1:2","1","2","Aston Villa","Premier League",3,1996,1996
1996-11-22,"Leicester","1:2","1","2","Everton","Premier League",3,1996,1996
1996-11-22,"Liverpool","1:1","1","1","Wimbledon FC","Premier League",2,1996,1996
1996-11-22,"Middlesbrough","2:2","2","2","Man Utd","Premier League",4,1996,1996
1996-11-22,"Southampton","0:2","0","2","Leeds","Premier League",2,1996,1996
1996-11-22,"Sunderland","1:1","1","1","Sheff Wed","Premier League",2,1996,1996
1996-11-22,"West Ham","1:1","1","1","Derby","Premier League",2,1996,1996
1996-11-23,"Arsenal","3:1","3","1","Tottenham","Premier League",4,1996,1996
1996-11-24,"Nottm Forest","2:2","2","2","Blackburn","Premier League",4,1996,1996
1996-11-29,"Aston Villa","1:0","1","0","Middlesbrough","Premier League",1,1996,1996
1996-11-29,"Blackburn","2:1","2","1","Southampton","Premier League",3,1996,1996
1996-11-29,"Derby","2:1","2","1","Coventry","Premier League",3,1996,1996
1996-11-29,"Everton","1:3","1","3","Sunderland","Premier League",4,1996,1996
1996-11-29,"Man Utd","3:1","3","1","Leicester","Premier League",4,1996,1996
1996-11-29,"Newcastle","1:2","1","2","Arsenal","Premier League",3,1996,1996
1996-11-29,"Sheff Wed","0:0","0","0","West Ham","Premier League",0,1996,1996
1996-11-29,"Wimbledon FC","1:0","1","0","Nottm Forest","Premier League",1,1996,1996
1996-11-30,"Leeds","2:0","2","0","Chelsea","Premier League",2,1996,1996
1996-12-01,"Tottenham","0:2","0","2","Liverpool","Premier League",2,1996,1996
1996-12-06,"Arsenal","2:2","2","2","Derby","Premier League",4,1996,1996
1996-12-06,"Southampton","0:1","0","1","Aston Villa","Premier League",1,1996,1996
1996-12-06,"Sunderland","1:3","1","3","Wimbledon FC","Premier League",4,1996,1996
1996-12-06,"Chelsea","2:2","2","2","Everton","Premier League",4,1996,1996
1996-12-06,"Middlesbrough","0:0","0","0","Leeds","Premier League",0,1996,1996
1996-12-06,"Liverpool","0:1","0","1","Sheff Wed","Premier League",1,1996,1996
1996-12-06,"Leicester","1:1","1","1","Blackburn","Premier League",2,1996,1996
1996-12-06,"Coventry","1:2","1","2","Tottenham","Premier League",3,1996,1996
1996-12-07,"West Ham","2:2","2","2","Man Utd","Premier League",4,1996,1996
1996-12-08,"Nottm Forest","0:0","0","0","Newcastle","Premier League",0,1996,1996
1996-12-02,"Middlesbrough","0:2","0","2","Leicester","Premier League",2,1996,1996
1996-12-03,"Arsenal","3:1","3","1","Southampton","Premier League",4,1996,1996
1996-12-03,"West Ham","0:2","0","2","Aston Villa","Premier League",2,1996,1996
1996-12-13,"Leeds","0:0","0","0","Tottenham","Premier League",0,1996,1996
1996-12-13,"Wimbledon FC","1:0","1","0","Blackburn","Premier League",1,1996,1996
1996-12-14,"Sunderland","3:0","3","0","Chelsea","Premier League",3,1996,1996
1996-12-15,"Derby","0:1","0","1","Everton","Premier League",1,1996,1996
1996-12-16,"Coventry","2:1","2","1","Newcastle","Premier League",3,1996,1996
1996-12-17,"Liverpool","4:2","4","2","Nottm Forest","Premier League",6,1996,1996
1996-12-17,"Sheff Wed","1:1","1","1","Man Utd","Premier League",2,1996,1996
1996-12-20,"Chelsea","3:1","3","1","West Ham","Premier League",4,1996,1996
1996-12-20,"Everton","0:0","0","0","Leeds","Premier League",0,1996,1996
1996-12-20,"Leicester","0:2","0","2","Coventry","Premier League",2,1996,1996
1996-12-20,"Man Utd","5:0","5","0","Sunderland","Premier League",5,1996,1996
1996-12-20,"Nottm Forest","2:1","2","1","Arsenal","Premier League",3,1996,1996
1996-12-20,"Southampton","3:1","3","1","Derby","Premier League",4,1996,1996
1996-12-20,"Tottenham","1:1","1","1","Sheff Wed","Premier League",2,1996,1996
1996-12-21,"Aston Villa","5:0","5","0","Wimbledon FC","Premier League",5,1996,1996
1996-12-22,"Newcastle","1:1","1","1","Liverpool","Premier League",2,1996,1996
1997-05-07,"Blackburn","0:0","0","0","Middlesbrough","Premier League",0,1997,1996
1996-12-25,"Aston Villa","0:2","0","2","Chelsea","Premier League",2,1996,1996
1996-12-25,"Blackburn","1:0","1","0","Newcastle","Premier League",1,1996,1996
1996-12-25,"Leeds","1:3","1","3","Coventry","Premier League",4,1996,1996
1996-12-25,"Liverpool","1:1","1","1","Leicester","Premier League",2,1996,1996
1996-12-25,"Middlesbrough","4:2","4","2","Everton","Premier League",6,1996,1996
1996-12-25,"Nottm Forest","0:4","0","4","Man Utd","Premier League",4,1996,1996
1996-12-25,"Sheff Wed","0:0","0","0","Arsenal","Premier League",0,1996,1996
1996-12-25,"Sunderland","2:0","2","0","Derby","Premier League",2,1996,1996
1996-12-25,"Tottenham","3:1","3","1","Southampton","Premier League",4,1996,1996
1997-03-17,"Wimbledon FC","1:1","1","1","West Ham","Premier League",2,1997,1996
1996-12-13,"Liverpool","5:1","5","1","Middlesbrough","Premier League",6,1996,1996
1997-01-28,"West Ham","1:2","1","2","Arsenal","Premier League",3,1997,1996
1997-01-28,"Tottenham","2:1","2","1","Blackburn","Premier League",3,1997,1996
1997-01-28,"Nottm Forest","0:1","0","1","Coventry","Premier League",1,1997,1996
1997-01-28,"Leeds","0:0","0","0","Derby","Premier League",0,1997,1996
1997-01-28,"Newcastle","4:1","4","1","Everton","Premier League",5,1997,1996
1997-01-28,"Aston Villa","0:1","0","1","Sheff Wed","Premier League",1,1997,1996
1997-01-28,"Leicester","1:1","1","1","Sunderland","Premier League",2,1997,1996
1997-01-28,"Man Utd","2:1","2","1","Wimbledon FC","Premier League",3,1997,1996
1997-03-18,"Chelsea","1:0","1","0","Southampton","Premier League",1,1997,1996
1996-12-27,"Arsenal","2:2","2","2","Aston Villa","Premier League",4,1996,1996
1996-12-27,"Chelsea","2:2","2","2","Sheff Wed","Premier League",4,1996,1996
1996-12-27,"Coventry","3:0","3","0","Middlesbrough","Premier League",3,1996,1996
1996-12-27,"Derby","0:0","0","0","Blackburn","Premier League",0,1996,1996
1996-12-27,"Everton","1:3","1","3","Wimbledon FC","Premier League",4,1996,1996
1996-12-27,"Leicester","2:2","2","2","Nottm Forest","Premier League",4,1996,1996
1996-12-27,"Man Utd","1:0","1","0","Leeds","Premier League",1,1996,1996
1996-12-27,"Newcastle","7:1","7","1","Tottenham","Premier League",8,1996,1996
1996-12-27,"West Ham","2:0","2","0","Sunderland","Premier League",2,1996,1996
1996-12-28,"Southampton","0:1","0","1","Liverpool","Premier League",1,1996,1996
1996-12-31,"Arsenal","2:0","2","0","Middlesbrough","Premier League",2,1996,1996
1996-12-31,"Coventry","2:2","2","2","Sunderland","Premier League",4,1996,1996
1996-12-31,"Everton","0:2","0","2","Blackburn","Premier League",2,1996,1996
1996-12-31,"Man Utd","0:0","0","0","Aston Villa","Premier League",0,1996,1996
1996-12-31,"Newcastle","3:0","3","0","Leeds","Premier League",3,1996,1996
1996-12-31,"West Ham","0:1","0","1","Nottm Forest","Premier League",1,1996,1996
1997-01-01,"Chelsea","1:0","1","0","Liverpool","Premier League",1,1997,1996
1997-02-18,"Derby","2:2","2","2","Sheff Wed","Premier League",4,1997,1996
1997-02-25,"Southampton","0:0","0","0","Wimbledon FC","Premier League",0,1997,1996
1997-03-18,"Leicester","1:1","1","1","Tottenham","Premier League",2,1997,1996
1997-01-10,"Aston Villa","2:2","2","2","Newcastle","Premier League",4,1997,1996
1997-01-10,"Blackburn","4:0","4","0","Coventry","Premier League",4,1997,1996
1997-01-10,"Leeds","3:0","3","0","Leicester","Premier League",3,1997,1996
1997-01-10,"Liverpool","0:0","0","0","West Ham","Premier League",0,1997,1996
1997-01-10,"Middlesbrough","0:1","0","1","Southampton","Premier League",1,1997,1996
1997-01-10,"Nottm Forest","2:0","2","0","Chelsea","Premier League",2,1997,1996
1997-01-10,"Sheff Wed","2:1","2","1","Everton","Premier League",3,1997,1996
1997-01-10,"Sunderland","1:0","1","0","Arsenal","Premier League",1,1997,1996
1997-01-10,"Wimbledon FC","1:1","1","1","Derby","Premier League",2,1997,1996
1997-01-11,"Tottenham","1:2","1","2","Man Utd","Premier League",3,1997,1996
1997-01-17,"Chelsea","3:1","3","1","Derby","Premier League",4,1997,1996
1997-01-17,"Coventry","0:2","0","2","Man Utd","Premier League",2,1997,1996
1997-01-17,"Leicester","1:0","1","0","Wimbledon FC","Premier League",1,1997,1996
1997-01-17,"Liverpool","3:0","3","0","Aston Villa","Premier League",3,1997,1996
1997-01-17,"Middlesbrough","4:2","4","2","Sheff Wed","Premier League",6,1997,1996
1997-01-17,"Southampton","2:2","2","2","Newcastle","Premier League",4,1997,1996
1997-01-17,"Sunderland","0:0","0","0","Blackburn","Premier League",0,1997,1996
1997-01-18,"Arsenal","3:1","3","1","Everton","Premier League",4,1997,1996
1997-01-18,"Nottm Forest","2:1","2","1","Tottenham","Premier League",3,1997,1996
1997-01-19,"West Ham","0:2","0","2","Leeds","Premier League",2,1997,1996
1997-01-31,"Aston Villa","1:0","1","0","Sunderland","Premier League",1,1997,1996
1997-01-31,"Blackburn","2:1","2","1","West Ham","Premier League",3,1997,1996
1997-01-31,"Derby","0:1","0","1","Liverpool","Premier League",1,1997,1996
1997-01-31,"Everton","2:0","2","0","Nottm Forest","Premier League",2,1997,1996
1997-01-31,"Leeds","0:0","0","0","Arsenal","Premier League",0,1997,1996
1997-01-31,"Man Utd","2:1","2","1","Southampton","Premier League",3,1997,1996
1997-01-31,"Sheff Wed","0:0","0","0","Coventry","Premier League",0,1997,1996
1997-01-31,"Tottenham","1:2","1","2","Chelsea","Premier League",3,1997,1996
1997-01-31,"Wimbledon FC","1:1","1","1","Middlesbrough","Premier League",2,1997,1996
1997-02-01,"Newcastle","4:3","4","3","Leicester","Premier League",7,1997,1996
1997-02-14,"Derby","1:0","1","0","West Ham","Premier League",1,1997,1996
1997-02-14,"Tottenham","0:0","0","0","Arsenal","Premier League",0,1997,1996
1997-02-18,"Aston Villa","2:1","2","1","Coventry","Premier League",3,1997,1996
1997-03-10,"Blackburn","1:1","1","1","Nottm Forest","Premier League",2,1997,1996
1997-03-11,"Leeds","0:0","0","0","Southampton","Premier League",0,1997,1996
1997-03-11,"Sheff Wed","2:1","2","1","Sunderland","Premier League",3,1997,1996
1997-04-08,"Everton","1:1","1","1","Leicester","Premier League",2,1997,1996
1997-04-15,"Newcastle","3:1","3","1","Chelsea","Premier League",4,1997,1996
1997-05-04,"Man Utd","3:3","3","3","Middlesbrough","Premier League",6,1997,1996
1997-05-05,"Wimbledon FC","2:1","2","1","Liverpool","Premier League",3,1997,1996
1997-02-21,"Chelsea","1:1","1","1","Man Utd","Premier League",2,1997,1996
1997-02-21,"Coventry","0:0","0","0","Everton","Premier League",0,1997,1996
1997-02-21,"Leicester","4:2","4","2","Derby","Premier League",6,1997,1996
1997-02-21,"Liverpool","0:0","0","0","Blackburn","Premier League",0,1997,1996
1997-02-21,"Middlesbrough","0:1","0","1","Newcastle","Premier League",1,1997,1996
1997-02-21,"Nottm Forest","0:0","0","0","Aston Villa","Premier League",0,1997,1996
1997-02-21,"Southampton","2:3","2","3","Sheff Wed","Premier League",5,1997,1996
1997-02-21,"Sunderland","0:1","0","1","Leeds","Premier League",1,1997,1996
1997-02-22,"Arsenal","0:1","0","1","Wimbledon FC","Premier League",1,1997,1996
1997-02-23,"West Ham","4:3","4","3","Tottenham","Premier League",7,1997,1996
1997-02-28,"Blackburn","1:0","1","0","Sunderland","Premier League",1,1997,1996
1997-02-28,"Derby","3:2","3","2","Chelsea","Premier League",5,1997,1996
1997-02-28,"Everton","0:2","0","2","Arsenal","Premier League",2,1997,1996
1997-02-28,"Leeds","1:0","1","0","West Ham","Premier League",1,1997,1996
1997-02-28,"Man Utd","3:1","3","1","Coventry","Premier League",4,1997,1996
1997-02-28,"Newcastle","0:1","0","1","Southampton","Premier League",1,1997,1996
1997-02-28,"Sheff Wed","3:1","3","1","Middlesbrough","Premier League",4,1997,1996
1997-02-28,"Tottenham","0:1","0","1","Nottm Forest","Premier League",1,1997,1996
1997-02-28,"Wimbledon FC","1:3","1","3","Leicester","Premier League",4,1997,1996
1997-03-01,"Aston Villa","1:0","1","0","Liverpool","Premier League",1,1997,1996
1997-03-14,"Tottenham","1:0","1","0","Leeds","Premier League",1,1997,1996
1997-03-14,"Southampton","0:2","0","2","Arsenal","Premier League",2,1997,1996
1997-03-14,"Nottm Forest","1:1","1","1","Liverpool","Premier League",2,1997,1996
1997-03-14,"Newcastle","4:0","4","0","Coventry","Premier League",4,1997,1996
1997-03-14,"Man Utd","2:0","2","0","Sheff Wed","Premier League",2,1997,1996
1997-03-14,"Leicester","1:3","1","3","Middlesbrough","Premier League",4,1997,1996
1997-03-14,"Everton","1:0","1","0","Derby","Premier League",1,1997,1996
1997-03-14,"Blackburn","3:1","3","1","Wimbledon FC","Premier League",4,1997,1996
1997-03-14,"Aston Villa","0:0","0","0","West Ham","Premier League",0,1997,1996
1997-03-15,"Chelsea","6:2","6","2","Sunderland","Premier League",8,1997,1996
1997-03-21,"Blackburn","0:2","0","2","Aston Villa","Premier League",2,1997,1996
1997-03-21,"Coventry","1:3","1","3","West Ham","Premier League",4,1997,1996
1997-03-21,"Derby","4:2","4","2","Tottenham","Premier League",6,1997,1996
1997-03-21,"Everton","0:2","0","2","Man Utd","Premier League",2,1997,1996
1997-03-21,"Middlesbrough","1:0","1","0","Chelsea","Premier League",1,1997,1996
1997-03-21,"Sheff Wed","2:2","2","2","Leeds","Premier League",4,1997,1996
1997-03-21,"Southampton","2:2","2","2","Leicester","Premier League",4,1997,1996
1997-03-21,"Sunderland","1:1","1","1","Nottm Forest","Premier League",2,1997,1996
1997-03-22,"Wimbledon FC","1:1","1","1","Newcastle","Premier League",2,1997,1996
1997-03-23,"Arsenal","1:2","1","2","Liverpool","Premier League",3,1997,1996
1997-04-04,"Man Utd","2:3","2","3","Derby","Premier League",5,1997,1996
1997-04-04,"Newcastle","1:1","1","1","Sunderland","Premier League",2,1997,1996
1997-04-04,"Aston Villa","3:1","3","1","Everton","Premier League",4,1997,1996
