"Date","HomeTeam","Result","HomeGoals","AwayGoals","AwayTeam","League","Goals_Number","Year","Yearbis"
1996-09-20,"Stade Rennais","1:0","1","0","AS Nancy","Ligue 1",1,1996,1996
1996-09-20,"OGC Nice","1:1","1","1","R. Strasbourg","Ligue 1",2,1996,1996
1996-09-28,"AS Nancy","2:2","2","2","SC Bastia","Ligue 1",4,1996,1996
1996-09-28,"Marseille","0:0","0","0","G. Bordeaux","Ligue 1",0,1996,1996
1996-09-28,"Monaco","1:1","1","1","FC Metz","Ligue 1",2,1996,1996
1996-09-28,"Lens","0:1","0","1","Olympique Lyon","Ligue 1",1,1996,1996
1996-09-28,"Montpellier","0:0","0","0","AJ Auxerre","Ligue 1",0,1996,1996
1996-09-28,"Cannes","2:0","2","0","Le Havre AC","Ligue 1",2,1996,1996
1996-09-28,"FC Nantes","3:3","3","3","Stade Rennais","Ligue 1",6,1996,1996
1996-09-28,"R. Strasbourg","3:0","3","0","LOSC Lille","Ligue 1",3,1996,1996
1996-09-28,"SM Caen","1:2","1","2","OGC Nice","Ligue 1",3,1996,1996
1996-09-29,"Guingamp","2:2","2","2","Paris SG","Ligue 1",4,1996,1996
1996-10-02,"Olympique Lyon","1:1","1","1","Paris SG","Ligue 1",2,1996,1996
1996-10-02,"SC Bastia","0:0","0","0","FC Nantes","Ligue 1",0,1996,1996
1996-10-02,"G. Bordeaux","1:2","1","2","R. Strasbourg","Ligue 1",3,1996,1996
1996-10-02,"AJ Auxerre","2:0","2","0","Monaco","Ligue 1",2,1996,1996
1996-10-02,"FC Metz","0:0","0","0","Cannes","Ligue 1",0,1996,1996
1996-10-02,"Marseille","2:1","2","1","Guingamp","Ligue 1",3,1996,1996
1996-10-02,"Stade Rennais","2:0","2","0","Montpellier","Ligue 1",2,1996,1996
1996-10-02,"LOSC Lille","1:0","1","0","SM Caen","Ligue 1",1,1996,1996
1996-10-02,"Le Havre AC","0:0","0","0","Lens","Ligue 1",0,1996,1996
1996-10-02,"OGC Nice","1:0","1","0","AS Nancy","Ligue 1",1,1996,1996
1996-10-05,"Paris SG","2:0","2","0","Le Havre AC","Ligue 1",2,1996,1996
1996-10-05,"Monaco","3:1","3","1","Stade Rennais","Ligue 1",4,1996,1996
1996-10-05,"Montpellier","3:1","3","1","SC Bastia","Ligue 1",4,1996,1996
1996-10-05,"SM Caen","0:0","0","0","G. Bordeaux","Ligue 1",0,1996,1996
1996-10-05,"Cannes","1:1","1","1","AJ Auxerre","Ligue 1",2,1996,1996
1996-10-05,"Lens","2:2","2","2","FC Metz","Ligue 1",4,1996,1996
1996-10-05,"Guingamp","1:0","1","0","Olympique Lyon","Ligue 1",1,1996,1996
1996-10-05,"R. Strasbourg","2:1","2","1","Marseille","Ligue 1",3,1996,1996
1996-10-05,"AS Nancy","2:2","2","2","LOSC Lille","Ligue 1",4,1996,1996
1996-10-05,"FC Nantes","7:0","7","0","OGC Nice","Ligue 1",7,1996,1996
1996-10-11,"FC Metz","0:1","0","1","Paris SG","Ligue 1",1,1996,1996
1996-10-11,"AJ Auxerre","1:0","1","0","Lens","Ligue 1",1,1996,1996
1996-10-11,"SC Bastia","0:0","0","0","Monaco","Ligue 1",0,1996,1996
1996-10-11,"R. Strasbourg","2:1","2","1","Guingamp","Ligue 1",3,1996,1996
1996-10-11,"G. Bordeaux","0:1","0","1","AS Nancy","Ligue 1",1,1996,1996
1996-10-11,"Le Havre AC","4:1","4","1","Olympique Lyon","Ligue 1",5,1996,1996
1996-10-11,"LOSC Lille","3:3","3","3","FC Nantes","Ligue 1",6,1996,1996
1996-10-11,"Marseille","0:1","0","1","SM Caen","Ligue 1",1,1996,1996
1996-10-11,"OGC Nice","1:1","1","1","Montpellier","Ligue 1",2,1996,1996
1996-10-13,"Stade Rennais","3:0","3","0","Cannes","Ligue 1",3,1996,1996
1996-10-19,"Monaco","4:1","4","1","OGC Nice","Ligue 1",5,1996,1996
1996-10-19,"Cannes","1:1","1","1","SC Bastia","Ligue 1",2,1996,1996
1996-10-19,"Montpellier","0:1","0","1","LOSC Lille","Ligue 1",1,1996,1996
1996-10-19,"Olympique Lyon","0:0","0","0","FC Metz","Ligue 1",0,1996,1996
1996-10-19,"SM Caen","3:0","3","0","R. Strasbourg","Ligue 1",3,1996,1996
1996-10-19,"FC Nantes","3:1","3","1","G. Bordeaux","Ligue 1",4,1996,1996
1996-10-19,"Lens","2:0","2","0","Stade Rennais","Ligue 1",2,1996,1996
1996-10-19,"AS Nancy","0:0","0","0","Marseille","Ligue 1",0,1996,1996
1996-10-19,"Guingamp","2:2","2","2","Le Havre AC","Ligue 1",4,1996,1996
1996-10-20,"Paris SG","1:1","1","1","AJ Auxerre","Ligue 1",2,1996,1996
1996-10-24,"G. Bordeaux","3:1","3","1","Montpellier","Ligue 1",4,1996,1996
1996-10-25,"Stade Rennais","2:1","2","1","Paris SG","Ligue 1",3,1996,1996
1996-10-25,"LOSC Lille","1:4","1","4","Monaco","Ligue 1",5,1996,1996
1996-10-25,"AJ Auxerre","7:0","7","0","Olympique Lyon","Ligue 1",7,1996,1996
1996-10-25,"R. Strasbourg","3:1","3","1","AS Nancy","Ligue 1",4,1996,1996
1996-10-25,"SC Bastia","0:1","0","1","Lens","Ligue 1",1,1996,1996
1996-10-25,"SM Caen","0:1","0","1","Guingamp","Ligue 1",1,1996,1996
1996-10-25,"FC Metz","1:2","1","2","Le Havre AC","Ligue 1",3,1996,1996
1996-10-25,"OGC Nice","0:0","0","0","Cannes","Ligue 1",0,1996,1996
1996-10-25,"Marseille","0:1","0","1","FC Nantes","Ligue 1",1,1996,1996
1996-11-02,"Monaco","3:1","3","1","G. Bordeaux","Ligue 1",4,1996,1996
1996-11-02,"Le Havre AC","0:2","0","2","AJ Auxerre","Ligue 1",2,1996,1996
1996-11-02,"Lens","3:2","3","2","OGC Nice","Ligue 1",5,1996,1996
1996-11-02,"Cannes","0:1","0","1","LOSC Lille","Ligue 1",1,1996,1996
1996-11-02,"Guingamp","0:1","0","1","FC Metz","Ligue 1",1,1996,1996
1996-11-02,"FC Nantes","3:0","3","0","R. Strasbourg","Ligue 1",3,1996,1996
1996-11-02,"Olympique Lyon","2:0","2","0","Stade Rennais","Ligue 1",2,1996,1996
1996-11-02,"Montpellier","2:0","2","0","Marseille","Ligue 1",2,1996,1996
1996-11-02,"AS Nancy","1:2","1","2","SM Caen","Ligue 1",3,1996,1996
1996-11-03,"Paris SG","3:0","3","0","SC Bastia","Ligue 1",3,1996,1996
1996-11-05,"Marseille","3:1","3","1","Monaco","Ligue 1",4,1996,1996
1996-11-06,"Stade Rennais","1:1","1","1","Le Havre AC","Ligue 1",2,1996,1996
1996-11-06,"AS Nancy","2:0","2","0","Guingamp","Ligue 1",2,1996,1996
1996-11-06,"SM Caen","0:0","0","0","FC Nantes","Ligue 1",0,1996,1996
1996-11-06,"OGC Nice","0:1","0","1","Paris SG","Ligue 1",1,1996,1996
1996-11-06,"AJ Auxerre","2:3","2","3","FC Metz","Ligue 1",5,1996,1996
1996-11-06,"LOSC Lille","2:1","2","1","Lens","Ligue 1",3,1996,1996
1996-11-06,"R. Strasbourg","2:1","2","1","Montpellier","Ligue 1",3,1996,1996
1996-11-06,"G. Bordeaux","1:0","1","0","Cannes","Ligue 1",1,1996,1996
1996-11-06,"SC Bastia","3:1","3","1","Olympique Lyon","Ligue 1",4,1996,1996
1996-11-12,"FC Nantes","2:0","2","0","AS Nancy","Ligue 1",2,1996,1996
1996-11-13,"Paris SG","3:1","3","1","LOSC Lille","Ligue 1",4,1996,1996
1996-11-13,"Monaco","2:0","2","0","R. Strasbourg","Ligue 1",2,1996,1996
1996-11-13,"Guingamp","0:0","0","0","AJ Auxerre","Ligue 1",0,1996,1996
1996-11-13,"FC Metz","2:0","2","0","Stade Rennais","Ligue 1",2,1996,1996
1996-11-13,"Lens","3:4","3","4","G. Bordeaux","Ligue 1",7,1996,1996
1996-11-13,"Le Havre AC","0:1","0","1","SC Bastia","Ligue 1",1,1996,1996
1996-11-13,"Olympique Lyon","3:1","3","1","OGC Nice","Ligue 1",4,1996,1996
1996-11-13,"Cannes","0:0","0","0","Marseille","Ligue 1",0,1996,1996
1996-11-13,"Montpellier","0:0","0","0","SM Caen","Ligue 1",0,1996,1996
1996-11-16,"G. Bordeaux","5:3","5","3","Paris SG","Ligue 1",8,1996,1996
1996-11-16,"SM Caen","0:1","0","1","Monaco","Ligue 1",1,1996,1996
1996-11-16,"SC Bastia","2:1","2","1","FC Metz","Ligue 1",3,1996,1996
1996-11-16,"Stade Rennais","1:0","1","0","AJ Auxerre","Ligue 1",1,1996,1996
1996-11-16,"R. Strasbourg","2:0","2","0","Cannes","Ligue 1",2,1996,1996
1996-11-16,"Marseille","2:1","2","1","Lens","Ligue 1",3,1996,1996
1996-11-16,"FC Nantes","1:1","1","1","Guingamp","Ligue 1",2,1996,1996
1996-11-16,"OGC Nice","0:3","0","3","Le Havre AC","Ligue 1",3,1996,1996
1996-11-16,"AS Nancy","0:0","0","0","Montpellier","Ligue 1",0,1996,1996
1996-11-17,"LOSC Lille","1:1","1","1","Olympique Lyon","Ligue 1",2,1996,1996
1996-11-22,"Paris SG","0:0","0","0","Marseille","Ligue 1",0,1996,1996
1996-11-22,"AJ Auxerre","1:2","1","2","SC Bastia","Ligue 1",3,1996,1996
1996-11-22,"Olympique Lyon","2:2","2","2","G. Bordeaux","Ligue 1",4,1996,1996
1996-11-22,"FC Metz","1:0","1","0","OGC Nice","Ligue 1",1,1996,1996
1996-11-22,"Lens","1:2","1","2","R. Strasbourg","Ligue 1",3,1996,1996
1996-11-22,"Le Havre AC","0:0","0","0","LOSC Lille","Ligue 1",0,1996,1996
1996-11-22,"Guingamp","1:0","1","0","Stade Rennais","Ligue 1",1,1996,1996
1996-11-22,"Montpellier","2:2","2","2","FC Nantes","Ligue 1",4,1996,1996
1996-11-22,"Cannes","2:0","2","0","SM Caen","Ligue 1",2,1996,1996
1996-11-23,"Monaco","2:0","2","0","AS Nancy","Ligue 1",2,1996,1996
1996-11-28,"SM Caen","1:3","1","3","Paris SG","Ligue 1",4,1996,1996
1996-11-28,"R. Strasbourg","3:0","3","0","Olympique Lyon","Ligue 1",3,1996,1996
1996-11-29,"Montpellier","0:1","0","1","Monaco","Ligue 1",1,1996,1996
1996-11-29,"G. Bordeaux","1:0","1","0","FC Metz","Ligue 1",1,1996,1996
1996-11-29,"Guingamp","2:1","2","1","SC Bastia","Ligue 1",3,1996,1996
1996-11-29,"LOSC Lille","0:1","0","1","AJ Auxerre","Ligue 1",1,1996,1996
1996-11-29,"FC Nantes","5:1","5","1","Cannes","Ligue 1",6,1996,1996
1996-11-29,"Marseille","0:0","0","0","Le Havre AC","Ligue 1",0,1996,1996
1996-11-29,"AS Nancy","1:1","1","1","Lens","Ligue 1",2,1996,1996
1996-11-29,"OGC Nice","3:1","3","1","Stade Rennais","Ligue 1",4,1996,1996
1996-12-06,"Paris SG","1:2","1","2","AS Nancy","Ligue 1",3,1996,1996
1996-12-06,"Lens","0:4","0","4","FC Nantes","Ligue 1",4,1996,1996
1996-12-07,"Monaco","0:0","0","0","Guingamp","Ligue 1",0,1996,1996
1996-12-07,"SC Bastia","1:0","1","0","OGC Nice","Ligue 1",1,1996,1996
1996-12-07,"AJ Auxerre","2:1","2","1","G. Bordeaux","Ligue 1",3,1996,1996
1996-12-07,"Le Havre AC","2:0","2","0","R. Strasbourg","Ligue 1",2,1996,1996
1996-12-07,"FC Metz","1:1","1","1","Marseille","Ligue 1",2,1996,1996
1996-12-07,"Olympique Lyon","3:0","3","0","SM Caen","Ligue 1",3,1996,1996
1996-12-07,"Stade Rennais","2:0","2","0","LOSC Lille","Ligue 1",2,1996,1996
1996-12-07,"Cannes","1:0","1","0","Montpellier","Ligue 1",1,1996,1996
1996-12-14,"Monaco","1:0","1","0","Cannes","Ligue 1",1,1996,1996
1996-12-14,"FC Nantes","0:0","0","0","Paris SG","Ligue 1",0,1996,1996
1996-12-14,"LOSC Lille","1:2","1","2","SC Bastia","Ligue 1",3,1996,1996
1996-12-14,"G. Bordeaux","2:0","2","0","Stade Rennais","Ligue 1",2,1996,1996
1996-12-14,"R. Strasbourg","0:1","0","1","FC Metz","Ligue 1",1,1996,1996
1996-12-14,"AS Nancy","2:3","2","3","Olympique Lyon","Ligue 1",5,1996,1996
1996-12-14,"Guingamp","0:1","0","1","OGC Nice","Ligue 1",1,1996,1996
1996-12-14,"SM Caen","4:0","4","0","Le Havre AC","Ligue 1",4,1996,1996
1996-12-14,"Montpellier","1:0","1","0","Lens","Ligue 1",1,1996,1996
1996-12-15,"Marseille","3:0","3","0","AJ Auxerre","Ligue 1",3,1996,1996
1996-12-19,"SC Bastia","3:1","3","1","G. Bordeaux","Ligue 1",4,1996,1996
1996-12-20,"Lens","1:3","1","3","Monaco","Ligue 1",4,1996,1996
1996-12-20,"Paris SG","1:1","1","1","Montpellier","Ligue 1",2,1996,1996
1996-12-20,"AJ Auxerre","0:1","0","1","R. Strasbourg","Ligue 1",1,1996,1996
1996-12-20,"FC Metz","2:2","2","2","SM Caen","Ligue 1",4,1996,1996
1996-12-20,"Olympique Lyon","0:1","0","1","FC Nantes","Ligue 1",1,1996,1996
1996-12-20,"Stade Rennais","4:2","4","2","Marseille","Ligue 1",6,1996,1996
1996-12-20,"Cannes","1:0","1","0","Guingamp","Ligue 1",1,1996,1996
1996-12-20,"OGC Nice","1:1","1","1","LOSC Lille","Ligue 1",2,1996,1996
1996-12-20,"Le Havre AC","1:3","1","3","AS Nancy","Ligue 1",4,1996,1996
1997-01-25,"Marseille","1:0","1","0","SC Bastia","Ligue 1",1,1997,1996
1997-01-25,"G. Bordeaux","4:1","4","1","OGC Nice","Ligue 1",5,1997,1996
1997-01-25,"R. Strasbourg","3:0","3","0","Stade Rennais","Ligue 1",3,1997,1996
1997-01-25,"AS Nancy","2:3","2","3","FC Metz","Ligue 1",5,1997,1996
1997-01-25,"FC Nantes","1:1","1","1","Le Havre AC","Ligue 1",2,1997,1996
1997-01-25,"Guingamp","1:0","1","0","LOSC Lille","Ligue 1",1,1997,1996
1997-01-25,"Montpellier","2:1","2","1","Olympique Lyon","Ligue 1",3,1997,1996
1997-01-25,"Cannes","0:0","0","0","Lens","Ligue 1",0,1997,1996
1997-01-26,"Monaco","2:0","2","0","Paris SG","Ligue 1",2,1997,1996
1997-01-26,"SM Caen","2:3","2","3","AJ Auxerre","Ligue 1",5,1997,1996
1997-02-01,"Paris SG","1:1","1","1","Cannes","Ligue 1",2,1997,1996
1997-02-01,"LOSC Lille","0:0","0","0","G. Bordeaux","Ligue 1",0,1997,1996
1997-02-01,"AJ Auxerre","1:0","1","0","AS Nancy","Ligue 1",1,1997,1996
1997-02-01,"FC Metz","0:1","0","1","FC Nantes","Ligue 1",1,1997,1996
1997-02-01,"OGC Nice","0:0","0","0","Marseille","Ligue 1",0,1997,1996
1997-02-01,"Lens","2:1","2","1","Guingamp","Ligue 1",3,1997,1996
1997-02-01,"Stade Rennais","1:1","1","1","SM Caen","Ligue 1",2,1997,1996
1997-02-01,"Le Havre AC","0:0","0","0","Montpellier","Ligue 1",0,1997,1996
1997-02-02,"Olympique Lyon","3:3","3","3","Monaco","Ligue 1",6,1997,1996
1997-02-02,"SC Bastia","3:1","3","1","R. Strasbourg","Ligue 1",4,1997,1996
1997-02-13,"Lens","1:2","1","2","Paris SG","Ligue 1",3,1997,1996
1997-02-13,"FC Nantes","0:0","0","0","AJ Auxerre","Ligue 1",0,1997,1996
1997-02-14,"Monaco","3:0","3","0","Le Havre AC","Ligue 1",3,1997,1996
1997-02-14,"R. Strasbourg","3:1","3","1","OGC Nice","Ligue 1",4,1997,1996
1997-02-14,"Montpellier","1:0","1","0","FC Metz","Ligue 1",1,1997,1996
1997-02-14,"Marseille","5:1","5","1","LOSC Lille","Ligue 1",6,1997,1996
1997-02-14,"Cannes","0:1","0","1","Olympique Lyon","Ligue 1",1,1997,1996
1997-02-14,"AS Nancy","1:0","1","0","Stade Rennais","Ligue 1",1,1997,1996
1997-02-15,"Guingamp","2:2","2","2","G. Bordeaux","Ligue 1",4,1997,1996
1997-04-11,"SM Caen","2:2","2","2","SC Bastia","Ligue 1",4,1997,1996
1997-02-21,"Stade Rennais","0:1","0","1","FC Nantes","Ligue 1",1,1997,1996
1997-02-22,"FC Metz","2:0","2","0","Monaco","Ligue 1",2,1997,1996
1997-02-22,"Paris SG","1:1","1","1","Guingamp","Ligue 1",2,1997,1996
1997-02-22,"SC Bastia","2:0","2","0","AS Nancy","Ligue 1",2,1997,1996
1997-02-22,"LOSC Lille","2:4","2","4","R. Strasbourg","Ligue 1",6,1997,1996
1997-02-22,"G. Bordeaux","4:0","4","0","Marseille","Ligue 1",4,1997,1996
1997-02-22,"AJ Auxerre","0:2","0","2","Montpellier","Ligue 1",2,1997,1996
1997-02-22,"Olympique Lyon","0:0","0","0","Lens","Ligue 1",0,1997,1996
1997-02-22,"Le Havre AC","0:0","0","0","Cannes","Ligue 1",0,1997,1996
1997-02-22,"OGC Nice","1:1","1","1","SM Caen","Ligue 1",2,1997,1996
1997-03-08,"FC Nantes","3:0","3","0","SC Bastia","Ligue 1",3,1997,1996
1997-03-08,"R. Strasbourg","1:1","1","1","G. Bordeaux","Ligue 1",2,1997,1996
1997-03-08,"Cannes","0:0","0","0","FC Metz","Ligue 1",0,1997,1996
1997-03-08,"Guingamp","3:1","3","1","Marseille","Ligue 1",4,1997,1996
1997-03-08,"Montpellier","0:0","0","0","Stade Rennais","Ligue 1",0,1997,1996
1997-03-08,"Lens","0:1","0","1","Le Havre AC","Ligue 1",1,1997,1996
1997-03-08,"SM Caen","1:0","1","0","LOSC Lille","Ligue 1",1,1997,1996
1997-03-08,"AS Nancy","1:0","1","0","OGC Nice","Ligue 1",1,1997,1996
1997-03-09,"Monaco","0:0","0","0","AJ Auxerre","Ligue 1",0,1997,1996
1997-03-09,"Paris SG","3:1","3","1","Olympique Lyon","Ligue 1",4,1997,1996
1997-03-13,"Stade Rennais","0:3","0","3","Monaco","Ligue 1",3,1997,1996
1997-03-14,"Le Havre AC","1:0","1","0","Paris SG","Ligue 1",1,1997,1996
1997-03-14,"SC Bastia","2:2","2","2","Montpellier","Ligue 1",4,1997,1996
1997-03-14,"Marseille","0:1","0","1","R. Strasbourg","Ligue 1",1,1997,1996
1997-03-14,"OGC Nice","1:2","1","2","FC Nantes","Ligue 1",3,1997,1996
1997-03-14,"AJ Auxerre","3:1","3","1","Cannes","Ligue 1",4,1997,1996
1997-03-14,"FC Metz","2:0","2","0","Lens","Ligue 1",2,1997,1996
1997-03-14,"LOSC Lille","2:0","2","0","AS Nancy","Ligue 1",2,1997,1996
1997-03-15,"G. Bordeaux","3:1","3","1","SM Caen","Ligue 1",4,1997,1996
1997-03-15,"Olympique Lyon","2:1","2","1","Guingamp","Ligue 1",3,1997,1996
1997-03-22,"Monaco","3:1","3","1","SC Bastia","Ligue 1",4,1997,1996
1997-03-22,"FC Nantes","1:0","1","0","LOSC Lille","Ligue 1",1,1997,1996
1997-03-22,"AS Nancy","1:1","1","1","G. Bordeaux","Ligue 1",2,1997,1996
1997-03-22,"Guingamp","2:1","2","1","R. Strasbourg","Ligue 1",3,1997,1996
1997-03-22,"Lens","2:1","2","1","AJ Auxerre","Ligue 1",3,1997,1996
1997-03-22,"Olympique Lyon","2:1","2","1","Le Havre AC","Ligue 1",3,1997,1996
1997-03-22,"Montpellier","2:1","2","1","OGC Nice","Ligue 1",3,1997,1996
1997-03-22,"Cannes","1:0","1","0","Stade Rennais","Ligue 1",1,1997,1996
1997-03-23,"Paris SG","2:0","2","0","FC Metz","Ligue 1",2,1997,1996
1997-03-23,"SM Caen","1:0","1","0","Marseille","Ligue 1",1,1997,1996
1997-03-25,"G. Bordeaux","0:0","0","0","FC Nantes","Ligue 1",0,1997,1996
1997-03-25,"LOSC Lille","0:4","0","4","Montpellier","Ligue 1",4,1997,1996
1997-03-26,"OGC Nice","0:2","0","2","Monaco","Ligue 1",2,1997,1996
1997-03-26,"AJ Auxerre","2:1","2","1","Paris SG","Ligue 1",3,1997,1996
1997-03-26,"SC Bastia","1:0","1","0","Cannes","Ligue 1",1,1997,1996
1997-03-26,"R. Strasbourg","2:0","2","0","SM Caen","Ligue 1",2,1997,1996
1997-03-26,"FC Metz","0:1","0","1","Olympique Lyon","Ligue 1",1,1997,1996
1997-03-26,"Le Havre AC","0:1","0","1","Guingamp","Ligue 1",1,1997,1996
1997-03-26,"Marseille","4:1","4","1","AS Nancy","Ligue 1",5,1997,1996
1997-03-26,"Stade Rennais","2:2","2","2","Lens","Ligue 1",4,1997,1996
1997-04-04,"Monaco","2:0","2","0","LOSC Lille","Ligue 1",2,1997,1996
1997-04-05,"Paris SG","1:1","1","1","Stade Rennais","Ligue 1",2,1997,1996
1997-04-05,"FC Nantes","1:1","1","1","Marseille","Ligue 1",2,1997,1996
1997-04-05,"AS Nancy","2:0","2","0","R. Strasbourg","Ligue 1",2,1997,1996
1997-04-05,"Montpellier","2:0","2","0","G. Bordeaux","Ligue 1",2,1997,1996
1997-04-05,"Olympique Lyon","2:0","2","0","AJ Auxerre","Ligue 1",2,1997,1996
1997-04-05,"Le Havre AC","0:0","0","0","FC Metz","Ligue 1",0,1997,1996
1997-04-05,"Cannes","1:1","1","1","OGC Nice","Ligue 1",2,1997,1996
1997-04-06,"Lens","1:1","1","1","SC Bastia","Ligue 1",2,1997,1996
1997-04-06,"Guingamp","1:1","1","1","SM Caen","Ligue 1",2,1997,1996
1997-04-15,"SC Bastia","1:1","1","1","Paris SG","Ligue 1",2,1997,1996
1997-04-16,"G. Bordeaux","2:1","2","1","Monaco","Ligue 1",3,1997,1996
1997-04-16,"R. Strasbourg","0:1","0","1","FC Nantes","Ligue 1",1,1997,1996
1997-04-16,"AJ Auxerre","2:0","2","0","Le Havre AC","Ligue 1",2,1997,1996
1997-04-16,"FC Metz","2:0","2","0","Guingamp","Ligue 1",2,1997,1996
1997-04-16,"Stade Rennais","2:1","2","1","Olympique Lyon","Ligue 1",3,1997,1996
1997-04-16,"Marseille","2:2","2","2","Montpellier","Ligue 1",4,1997,1996
1997-04-16,"OGC Nice","1:2","1","2","Lens","Ligue 1",3,1997,1996
1997-04-16,"SM Caen","1:1","1","1","AS Nancy","Ligue 1",2,1997,1996
1997-04-17,"LOSC Lille","1:2","1","2","Cannes","Ligue 1",3,1997,1996
1997-04-26,"Monaco","1:1","1","1","Marseille","Ligue 1",2,1997,1996
1997-04-26,"FC Nantes","1:1","1","1","SM Caen","Ligue 1",2,1997,1996
1997-04-26,"Montpellier","1:4","1","4","R. Strasbourg","Ligue 1",5,1997,1996
1997-04-26,"Cannes","1:1","1","1","G. Bordeaux","Ligue 1",2,1997,1996
1997-04-26,"Olympique Lyon","4:2","4","2","SC Bastia","Ligue 1",6,1997,1996
1997-04-26,"FC Metz","1:0","1","0","AJ Auxerre","Ligue 1",1,1997,1996
1997-04-26,"Guingamp","0:1","0","1","AS Nancy","Ligue 1",1,1997,1996
1997-04-26,"Lens","1:0","1","0","LOSC Lille","Ligue 1",1,1997,1996
1997-04-26,"Le Havre AC","1:1","1","1","Stade Rennais","Ligue 1",2,1997,1996
1997-04-27,"Paris SG","5:0","5","0","OGC Nice","Ligue 1",5,1997,1996
1997-04-29,"SM Caen","0:1","0","1","Montpellier","Ligue 1",1,1997,1996
1997-04-29,"R. Strasbourg","0:2","0","2","Monaco","Ligue 1",2,1997,1996
1997-04-30,"LOSC Lille","0:1","0","1","Paris SG","Ligue 1",1,1997,1996
1997-04-30,"AS Nancy","1:3","1","3","FC Nantes","Ligue 1",4,1997,1996
1997-04-30,"G. Bordeaux","2:1","2","1","Lens","Ligue 1",3,1997,1996
1997-04-30,"Stade Rennais","1:3","1","3","FC Metz","Ligue 1",4,1997,1996
1997-04-30,"AJ Auxerre","1:0","1","0","Guingamp","Ligue 1",1,1997,1996
1997-04-30,"SC Bastia","1:2","1","2","Le Havre AC","Ligue 1",3,1997,1996
1997-04-30,"OGC Nice","0:1","0","1","Olympique Lyon","Ligue 1",1,1997,1996
1997-04-30,"Marseille","3:1","3","1","Cannes","Ligue 1",4,1997,1996
1997-05-03,"Paris SG","2:2","2","2","G. Bordeaux","Ligue 1",4,1997,1996
1997-05-03,"Guingamp","0:0","0","0","FC Nantes","Ligue 1",0,1997,1996
1997-05-03,"FC Metz","1:0","1","0","SC Bastia","Ligue 1",1,1997,1996
1997-05-03,"AJ Auxerre","4:1","4","1","Stade Rennais","Ligue 1",5,1997,1996
1997-05-03,"Olympique Lyon","0:0","0","0","LOSC Lille","Ligue 1",0,1997,1996
1997-05-03,"Montpellier","1:1","1","1","AS Nancy","Ligue 1",2,1997,1996
1997-05-03,"Lens","2:0","2","0","Marseille","Ligue 1",2,1997,1996
1997-05-03,"Le Havre AC","1:0","1","0","OGC Nice","Ligue 1",1,1997,1996
1997-05-04,"Monaco","2:2","2","2","SM Caen","Ligue 1",4,1997,1996
1997-05-04,"Cannes","2:2","2","2","R. Strasbourg","Ligue 1",4,1997,1996
1997-05-17,"AS Nancy","1:3","1","3","Monaco","Ligue 1",4,1997,1996
1997-05-17,"FC Nantes","3:0","3","0","Montpellier","Ligue 1",3,1997,1996
1997-05-17,"Marseille","1:0","1","0","Paris SG","Ligue 1",1,1997,1996
1997-05-17,"SC Bastia","2:1","2","1","AJ Auxerre","Ligue 1",3,1997,1996
1997-05-17,"Stade Rennais","1:1","1","1","Guingamp","Ligue 1",2,1997,1996
1997-05-17,"G. Bordeaux","2:2","2","2","Olympique Lyon","Ligue 1",4,1997,1996
1997-05-17,"R. Strasbourg","1:0","1","0","Lens","Ligue 1",1,1997,1996
1997-05-17,"OGC Nice","3:0","3","0","FC Metz","Ligue 1",3,1997,1996
1997-05-17,"LOSC Lille","2:2","2","2","Le Havre AC","Ligue 1",4,1997,1996
1997-05-17,"SM Caen","3:0","3","0","Cannes","Ligue 1",3,1997,1996
1997-05-24,"Monaco","2:1","2","1","FC Nantes","Ligue 1",3,1997,1996
1997-05-24,"Paris SG","2:1","2","1","R. Strasbourg","Ligue 1",3,1997,1996
1997-05-24,"Le Havre AC","1:2","1","2","G. Bordeaux","Ligue 1",3,1997,1996
1997-05-24,"FC Metz","1:0","1","0","LOSC Lille","Ligue 1",1,1997,1996
1997-05-24,"AJ Auxerre","3:1","3","1","OGC Nice","Ligue 1",4,1997,1996
1997-05-24,"Olympique Lyon","8:0","8","0","Marseille","Ligue 1",8,1997,1996
1997-05-24,"Montpellier","1:0","1","0","Guingamp","Ligue 1",1,1997,1996
1997-05-24,"Cannes","0:1","0","1","AS Nancy","Ligue 1",1,1997,1996
1997-05-24,"Stade Rennais","1:3","1","3","SC Bastia","Ligue 1",4,1997,1996
1997-05-24,"Lens","0:0","0","0","SM Caen","Ligue 1",0,1997,1996
1996-08-16,"Arsenal","2:0","2","0","West Ham","Premier League",2,1996,1996
1996-08-16,"Blackburn","0:2","0","2","Tottenham","Premier League",2,1996,1996
1996-08-16,"Coventry","0:3","0","3","Nottm Forest","Premier League",3,1996,1996
1996-08-16,"Derby","3:3","3","3","Leeds","Premier League",6,1996,1996
1996-08-16,"Everton","2:0","2","0","Newcastle","Premier League",2,1996,1996
1996-08-16,"Middlesbrough","3:3","3","3","Liverpool","Premier League",6,1996,1996
1996-08-16,"Sheff Wed","2:1","2","1","Aston Villa","Premier League",3,1996,1996
1996-08-16,"Sunderland","0:0","0","0","Leicester","Premier League",0,1996,1996
1996-08-16,"Wimbledon FC","0:3","0","3","Man Utd","Premier League",3,1996,1996
1996-08-17,"Southampton","0:0","0","0","Chelsea","Premier League",0,1996,1996
