"Team","System_Team","Match_Number","Home_Away","Three_Or_Five_Def","Two_Strikers","Classification","Age","Mean_Value","Rank","Points","League","Rank_bis","Points_bis"
"AC Monza","3-4-2-1",923,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"Inter Milan","3-5-2",923,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"US Salernitana 1919","3-5-2",924,"Home","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"Torino FC","3-4-2-1",924,"Away","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"SS Lazio","4-3-3",925,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"FC Empoli","4-3-1-2",925,"Away","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"Spezia Calcio","3-5-2",926,"Home","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"US Lecce","4-3-3",926,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"UC Sampdoria","3-4-1-2",927,"Home","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"SSC Napoli","4-3-3",927,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"AC Milan","4-2-3-1",928,"Home","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"AS Roma","3-4-2-1",928,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Hellas Verona","3-4-2-1",929,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"US Cremonese","3-4-2-1",929,"Away","Yes","No","3_5d_1s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"Bologna FC 1909","4-2-3-1",930,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Atalanta BC","3-4-1-2",930,"Away","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"SSC Napoli","4-3-3",931,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"Juventus FC","3-5-2",931,"Away","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"US Cremonese","3-4-2-1",932,"Home","Yes","No","3_5d_1s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"AC Monza","3-4-2-1",932,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"US Lecce","4-3-3",933,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"AC Milan","4-2-3-1",933,"Away","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Inter Milan","3-5-2",934,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"Hellas Verona","3-4-2-1",934,"Away","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"US Sassuolo","4-3-3",935,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"SS Lazio","4-3-3",935,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"Torino FC","3-4-2-1",936,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"Spezia Calcio","3-4-2-1",936,"Away","Yes","No","3_5d_1s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"Udinese Calcio","3-5-2",937,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"Bologna FC 1909","4-2-3-1",937,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Atalanta BC","3-4-3",938,"Home","Yes","No","3_5d_1s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"US Salernitana 1919","3-4-1-2",938,"Away","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"AS Roma","3-5-2",939,"Home","Yes","Yes","3_5d_2s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"ACF Fiorentina","4-2-3-1",939,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"FC Empoli","4-3-1-2",940,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"UC Sampdoria","3-4-1-2",940,"Away","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"Hellas Verona","3-4-2-1",941,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"US Lecce","4-3-3",941,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"US Salernitana 1919","4-5-1",942,"Home","No","No","4d_1s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"SSC Napoli","4-3-3",942,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"ACF Fiorentina","4-2-3-1",943,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"Torino FC","3-4-2-1",943,"Away","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"UC Sampdoria","3-4-1-2",944,"Home","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"Udinese Calcio","3-5-2",944,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"AC Monza","3-4-2-1",945,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"US Sassuolo","4-3-3",945,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Spezia Calcio","3-4-3",946,"Home","Yes","No","3_5d_1s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"AS Roma","3-4-2-1",946,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Juventus FC","3-5-2",947,"Home","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"Atalanta BC","3-4-2-1",947,"Away","Yes","No","3_5d_1s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"Bologna FC 1909","4-1-4-1",948,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"US Cremonese","3-5-2",948,"Away","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"Inter Milan","3-5-2",949,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"FC Empoli","4-3-2-1",949,"Away","No","No","4d_1s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"SS Lazio","4-3-3",950,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"AC Milan","4-2-3-1",950,"Away","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Bologna FC 1909","4-2-3-1",951,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Spezia Calcio","3-5-2",951,"Away","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"US Lecce","4-3-3",952,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"US Salernitana 1919","4-3-3",952,"Away","No","No","4d_1s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"FC Empoli","4-3-1-2",953,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"Torino FC","3-5-2",953,"Away","Yes","Yes","3_5d_2s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"US Cremonese","3-5-2",954,"Home","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"Inter Milan","3-5-2",954,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"Atalanta BC","3-4-2-1",955,"Home","Yes","No","3_5d_1s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"UC Sampdoria","3-4-1-2",955,"Away","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"AC Milan","4-2-3-1",956,"Home","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"US Sassuolo","4-3-3",956,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Juventus FC","3-5-2",957,"Home","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"AC Monza","3-4-2-1",957,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"SS Lazio","4-3-3",958,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"ACF Fiorentina","4-3-3",958,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"SSC Napoli","4-3-3",959,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"AS Roma","3-4-2-1",959,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Udinese Calcio","3-5-2",960,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"Hellas Verona","3-4-2-1",960,"Away","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"US Cremonese","3-5-2",961,"Home","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"US Lecce","4-3-3",961,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"AS Roma","3-4-2-1",962,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"FC Empoli","4-3-1-2",962,"Away","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"US Sassuolo","4-3-3",963,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Atalanta BC","3-5-2",963,"Away","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"Spezia Calcio","3-5-2",964,"Home","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"SSC Napoli","4-3-3",964,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"Torino FC","3-4-2-1",965,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"Udinese Calcio","3-5-2",965,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"ACF Fiorentina","4-3-3",966,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"Bologna FC 1909","4-2-3-1",966,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Inter Milan","3-5-2",967,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"AC Milan","3-5-2",967,"Away","Yes","Yes","3_5d_2s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Hellas Verona","3-4-1-2",968,"Home","Yes","Yes","3_5d_2s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"SS Lazio","4-3-3",968,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"AC Monza","3-4-2-1",969,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"UC Sampdoria","3-4-2-1",969,"Away","Yes","No","3_5d_1s",25.9,1.73,20,19,"Serie A",0,0.5
"US Salernitana 1919","4-3-3",970,"Home","No","No","4d_1s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"Juventus FC","3-5-2",970,"Away","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"AC Milan","3-4-2-1",971,"Home","Yes","No","3_5d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Torino FC","3-4-2-1",971,"Away","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"FC Empoli","4-3-1-2",972,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"Spezia Calcio","3-5-2",972,"Away","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"US Lecce","4-3-3",973,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"AS Roma","3-4-2-1",973,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"SS Lazio","4-3-3",974,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"Atalanta BC","3-5-2",974,"Away","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"Udinese Calcio","3-5-2",975,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"US Sassuolo","4-3-3",975,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Bologna FC 1909","4-2-3-1",976,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"AC Monza","3-4-2-1",976,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"Juventus FC","3-4-2-1",977,"Home","Yes","No","3_5d_1s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"ACF Fiorentina","4-3-3",977,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"SSC Napoli","4-3-3",978,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"US Cremonese","3-5-2",978,"Away","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"Hellas Verona","3-4-2-1",979,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"US Salernitana 1919","3-5-2",979,"Away","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"UC Sampdoria","3-4-1-2",980,"Home","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"Inter Milan","3-5-2",980,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"US Sassuolo","4-3-3",981,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"SSC Napoli","4-3-3",981,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"UC Sampdoria","3-4-1-2",982,"Home","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"Bologna FC 1909","4-2-3-1",982,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"AC Monza","3-4-2-1",983,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"AC Milan","3-4-2-1",983,"Away","Yes","No","3_5d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Inter Milan","3-5-2",984,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"Udinese Calcio","3-5-2",984,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"Atalanta BC","3-4-2-1",985,"Home","Yes","No","3_5d_1s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"US Lecce","4-3-3",985,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"ACF Fiorentina","4-3-3",986,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"FC Empoli","4-3-1-2",986,"Away","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"US Salernitana 1919","3-4-2-1",987,"Home","Yes","No","3_5d_1s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"SS Lazio","4-3-3",987,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"Spezia Calcio","4-2-3-1",988,"Home","No","No","4d_1s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"Juventus FC","3-5-2",988,"Away","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"AS Roma","3-4-2-1",989,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Hellas Verona","3-4-2-1",989,"Away","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"Torino FC","3-4-2-1",990,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"US Cremonese","3-5-2",990,"Away","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"FC Empoli","4-3-1-2",991,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"SSC Napoli","4-3-3",991,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"US Lecce","4-3-3",992,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"US Sassuolo","4-3-3",992,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Bologna FC 1909","4-2-3-1",993,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Inter Milan","3-5-2",993,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"US Salernitana 1919","3-4-2-1",994,"Home","Yes","No","3_5d_1s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"AC Monza","3-4-2-1",994,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"Udinese Calcio","3-5-2",995,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"Spezia Calcio","4-2-3-1",995,"Away","No","No","4d_1s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"AC Milan","3-4-2-1",996,"Home","Yes","No","3_5d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Atalanta BC","3-5-2",996,"Away","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"Hellas Verona","3-4-2-1",997,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"ACF Fiorentina","4-2-3-1",997,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"SS Lazio","4-3-3",998,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"UC Sampdoria","3-4-1-2",998,"Away","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"US Cremonese","3-4-3",999,"Home","Yes","No","3_5d_1s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"AS Roma","3-4-2-1",999,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Juventus FC","3-5-2",1000,"Home","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"Torino FC","3-4-2-1",1000,"Away","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"SSC Napoli","4-3-3",1001,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"SS Lazio","4-3-3",1001,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"AC Monza","3-4-2-1",1002,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"FC Empoli","4-3-1-2",1002,"Away","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"Atalanta BC","3-4-2-1",1003,"Home","Yes","No","3_5d_1s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"Udinese Calcio","3-5-2",1003,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"ACF Fiorentina","4-3-3",1004,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"AC Milan","3-4-1-2",1004,"Away","Yes","Yes","3_5d_2s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Spezia Calcio","4-3-3",1005,"Home","No","No","4d_1s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"Hellas Verona","3-4-2-1",1005,"Away","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"UC Sampdoria","3-4-2-1",1006,"Home","Yes","No","3_5d_1s",25.9,1.73,20,19,"Serie A",0,0.5
"US Salernitana 1919","3-4-2-1",1006,"Away","Yes","No","3_5d_1s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"Inter Milan","3-5-2",1007,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"US Lecce","4-3-3",1007,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"AS Roma","3-4-2-1",1008,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Juventus FC","3-5-2",1008,"Away","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"US Sassuolo","4-3-3",1009,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"US Cremonese","3-4-3",1009,"Away","Yes","No","3_5d_1s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"Torino FC","3-4-2-1",1010,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"Bologna FC 1909","4-2-3-1",1010,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Spezia Calcio","3-5-2",1011,"Home","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"Inter Milan","3-5-2",1011,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"FC Empoli","4-3-1-2",1012,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"Udinese Calcio","3-5-2",1012,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"SSC Napoli","4-3-3",1013,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"Atalanta BC","3-4-1-2",1013,"Away","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"Bologna FC 1909","4-2-3-1",1014,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"SS Lazio","4-3-3",1014,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"US Lecce","4-3-3",1015,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"Torino FC","3-4-2-1",1015,"Away","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"US Cremonese","3-5-2",1016,"Home","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"ACF Fiorentina","4-2-3-1",1016,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"Hellas Verona","3-4-2-1",1017,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"AC Monza","3-4-2-1",1017,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"AS Roma","3-4-2-1",1018,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"US Sassuolo","4-3-3",1018,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Juventus FC","3-5-2",1019,"Home","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"UC Sampdoria","3-4-2-1",1019,"Away","Yes","No","3_5d_1s",25.9,1.73,20,19,"Serie A",0,0.5
"AC Milan","3-4-2-1",1020,"Home","Yes","No","3_5d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"US Salernitana 1919","3-4-2-1",1020,"Away","Yes","No","3_5d_1s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"US Sassuolo","4-3-3",1021,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Spezia Calcio","4-3-3",1021,"Away","No","No","4d_1s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"Atalanta BC","3-4-1-2",1022,"Home","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"FC Empoli","4-3-1-2",1022,"Away","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"AC Monza","3-4-2-1",1023,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"US Cremonese","3-5-2",1023,"Away","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"US Salernitana 1919","3-4-2-1",1024,"Home","Yes","No","3_5d_1s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"Bologna FC 1909","4-2-3-1",1024,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Udinese Calcio","3-5-2",1025,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"AC Milan","3-4-2-1",1025,"Away","Yes","No","3_5d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"UC Sampdoria","3-4-2-1",1026,"Home","Yes","No","3_5d_1s",25.9,1.73,20,19,"Serie A",0,0.5
"Hellas Verona","3-4-2-1",1026,"Away","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"ACF Fiorentina","4-2-3-1",1027,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"US Lecce","4-3-3",1027,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"Torino FC","3-4-2-1",1028,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"SSC Napoli","4-3-3",1028,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"SS Lazio","4-3-3",1029,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"AS Roma","3-4-2-1",1029,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Inter Milan","3-5-2",1030,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
